,matchId,participantId,pos,distance,difference
444,2695191882,5,"[array([8628., 4824.]), array([3599., 6640.]), array([ 2194., 11753.]), array([ 2897., 11271.]), array([7000., 5606.]), array([8362., 2721.])]","[1502.14, 227.06, 1903.66, 4191.03, 3593.07, 5890.17]",2884.521666666666
446,2695191883,1,"[array([7972., 3858.]), array([3874., 6458.]), array([ 4427., 12167.]), array([12749.,  6492.]), array([9359., 3573.]), array([5144., 5687.])]","[2428.96, 552.38, 1091.29, 6762.99, 1325.71, 1622.61]",2297.3233333333333
448,2695191887,3,"[array([7993., 3511.]), array([5336., 1671.]), array([7157., 5118.]), array([3383., 7726.]), array([1076., 1080.]), array([6917., 3985.])]","[2772.32, 5406.67, 8576.43, 3588.5, 7727.2, 3981.64]",5342.126666666666
450,2695191890,4,"[array([6329., 1915.]), array([3866., 6522.]), array([1888., 7811.]), array([8074., 2285.]), array([8472., 9954.]), array([995., 588.])]","[4755.37, 518.46, 5443.3, 7179.52, 7524.99, 6177.58]",5266.536666666667
452,2695191891,1,"[array([6510., 4697.]), array([7672., 3993.]), array([3021., 7645.]), array([6286., 1228.]), array([11003.,  2287.]), array([9470., 5480.])]","[2334.32, 5077.93, 5348.64, 8090.17, 2323.53, 5911.67]",4847.709999999999
454,2695191898,3,"[array([7472., 4936.]), array([3871., 6406.]), array([ 7795., 10865.]), array([ 2167., 12065.]), array([ 6381., 12065.]), array([6356., 9478.])]","[1537.91, 575.69, 4622.91, 5219.98, 9904.47, 4290.4]",4358.56
456,2695191901,5,"[array([ 7007., 11258.]), array([ 2904., 11094.]), array([ 2085., 11732.]), array([5424., 9252.]), array([8056., 4756.]), array([7624., 2858.])]","[5133.31, 4407.22, 2002.17, 1179.53, 2407.36, 5223.03]",3392.103333333334
458,2695191902,5,"[array([3546., 7719.]), array([2136., 8485.]), array([6448., 2493.]), array([ 2793., 12537.]), array([357., 543.]), array([7040., 4004.])]","[4904.03, 2167.37, 10823.32, 4990.9, 8538.57, 4074.43]",5916.436666666667
460,2695191903,2,"[array([7588., 5699.]), array([3779., 7932.]), array([5473., 5484.]), array([8400., 2622.]), array([3354., 8318.]), array([5625., 9187.])]","[862.68, 1281.4, 7684.28, 6927.4, 7940.65, 3617.26]",4718.945000000001
462,2695191906,1,"[array([11567.,  3951.]), array([4389., 5988.]), array([3430., 8627.]), array([7093., 2638.]), array([10950.,  4895.]), array([7242., 5096.])]","[4063.73, 1239.21, 4333.71, 6692.04, 3346.81, 3801.52]",3912.8366666666675
464,2695191907,2,"[array([6775., 3086.]), array([10538.,  7795.]), array([7123., 5230.]), array([2927., 7816.]), array([5509., 1110.]), array([12446.,  1922.])]","[3504.26, 7235.36, 8460.29, 3967.83, 3439.23, 9820.45]",6071.236666666667
466,2695191909,3,"[array([11483.,  7125.]), array([756., 557.]), array([7273., 3900.]), array([9212., 2018.]), array([2283., 8637.]), array([6477., 6290.])]","[3360.79, 6693.48, 9744.19, 7746.9, 8914.87, 2877.77]",6556.333333333333
468,2695191914,2,"[array([11485.,  6871.]), array([3878., 6292.]), array([ 4305., 10084.]), array([4893., 9746.]), array([3678., 6552.]), array([7913., 2358.])]","[3307.51, 649.06, 2939.19, 1763.25, 6483.4, 5768.01]",3485.0699999999997
470,2695191920,4,"[array([7325., 3221.]), array([4449., 5977.]), array([ 3068., 11700.]), array([7122., 9530.]), array([8575., 2426.]), array([3766., 6524.])]","[3183.92, 1294.57, 1391.45, 563.85, 109.17, 373.43]",1152.7316666666668
472,2695191923,4,"[array([7513., 5212.]), array([6879., 4252.]), array([3517., 7897.]), array([ 5032., 12338.]), array([6791., 4971.]), array([8278., 2432.])]","[1281.67, 4274.52, 5059.34, 3409.04, 3167.01, 5999.11]",3865.1150000000002
474,2695191924,4,"[array([8604., 4631.]), array([3285., 6812.]), array([2282., 8610.]), array([8454., 2584.]), array([4040., 4682.]), array([12854.,  2924.])]","[1683.61, 140.01, 4560.66, 6978.24, 5160.35, 9812.15]",4722.503333333334
476,2695191925,5,"[array([2774., 7756.]), array([3597., 6589.]), array([8272., 2634.]), array([4828., 1607.]), array([9606., 4311.]), array([653., 961.])]","[5655.89, 246.47, 11299.19, 7906.59, 2093.02, 6001.89]",5533.841666666667
478,2695191926,3,"[array([7196., 4589.]), array([3670., 6448.]), array([ 2994., 13003.]), array([6864., 5458.]), array([8538., 2509.]), array([5005., 3048.])]","[1977.16, 389.9, 678.77, 3862.9, 165.06, 3440.51]",1752.3833333333332
480,2695191932,1,"[array([7024., 3108.]), array([3650., 6283.]), array([8262., 6804.]), array([7605., 2670.]), array([10403.,  3085.]), array([2404., 8431.])]","[3387.7, 505.62, 7674.62, 6717.3, 1838.85, 2541.53]",3777.6033333333326
482,2695191935,3,"[array([8564., 4772.]), array([6866., 4700.]), array([2756., 6882.]), array([ 2653., 13107.]), array([7094., 4860.]), array([9259., 3778.])]","[1537.28, 4022.0, 6140.55, 5476.92, 2902.29, 6150.28]",4371.553333333333
484,2695191944,5,"[array([9517., 5921.]), array([4182., 6070.]), array([2323., 8434.]), array([5833., 5390.]), array([8552., 2369.]), array([3167., 7868.])]","[1332.34, 1024.82, 4716.73, 3996.68, 146.26, 1734.18]",2158.5016666666666
486,2695191949,5,"[array([7583., 3786.]), array([3632., 6456.]), array([6540., 6391.]), array([7497., 5054.]), array([13818.,  4257.]), array([5243., 8516.])]","[2570.29, 357.15, 7162.69, 4351.04, 5448.72, 2848.0]",3789.648333333333
488,2695191950,2,"[array([3338., 7684.]), array([ 6600., 11399.]), array([6966., 4161.]), array([7680., 2537.]), array([13335.,  3449.]), array([8720., 4612.])]","[5093.34, 5683.42, 9390.09, 6860.23, 4760.89, 5356.41]",6190.73
490,2695191953,1,"[array([8029., 3464.]), array([3879., 6462.]), array([3786., 9279.]), array([7207., 5222.]), array([9532., 5920.]), array([5247., 5670.])]","[2816.33, 555.0, 3676.8, 4134.5, 3589.6, 1725.88]",2749.685
492,2695191956,1,"[array([7908., 3508.]), array([7091., 5046.]), array([ 2066., 11887.]), array([ 875., 1545.]), array([ 2843., 11700.]), array([7043., 5254.])]","[2783.92, 4064.57, 1927.31, 9650.12, 10955.05, 3566.73]",5491.283333333333
494,2695191958,1,"[array([8561., 4583.]), array([6450., 4873.]), array([ 3031., 11180.]), array([394., 461.]), array([6923., 5236.]), array([1124.,  710.])]","[1721.73, 3575.75, 1885.92, 10811.08, 3311.12, 6012.9]",4553.083333333333
496,2695191959,1,"[array([8599., 4559.]), array([7024., 5308.]), array([3556., 8018.]), array([7090., 2534.]), array([4252., 9542.]), array([3771., 6311.])]","[1752.85, 3901.75, 4937.34, 6795.54, 8378.23, 209.25]",4329.16
498,2695191960,5,"[array([8603., 4635.]), array([6866., 5534.]), array([6907., 4930.]), array([2232., 5254.]), array([2650., 8335.]), array([8454., 5727.])]","[1679.49, 3676.19, 8651.95, 5963.58, 8441.24, 4874.94]",5547.8983333333335
500,2695191963,3,"[array([3321., 7769.]), array([2036., 8512.]), array([7305., 5146.]), array([11062.,  5162.]), array([ 3907., 10207.]), array([4105., 6086.])]","[5133.8, 2248.0, 8612.25, 6092.13, 9125.26, 514.42]",5287.643333333333
502,2695191974,1,"[array([7672., 5208.]), array([5454., 5607.]), array([ 1877., 12751.]), array([ 3763., 10636.]), array([3821., 6508.]), array([6563., 4630.])]","[1203.26, 2346.94, 1805.45, 3132.55, 6345.28, 3347.23]",3030.1183333333333
504,2695191975,2,"[array([3360., 7831.]), array([2249., 8259.]), array([6940., 5061.]), array([8222., 2708.]), array([2866., 7716.]), array([ 3634., 13066.])]","[5115.05, 1917.9, 8543.17, 6799.8, 7859.38, 6877.08]",6185.396666666667
506,2695191976,4,"[array([8441., 5511.]), array([7070., 5139.]), array([8313., 6377.]), array([2476., 8192.]), array([5737., 3836.]), array([8593., 4753.])]","[790.14, 4008.0, 8050.16, 4275.31, 3264.36, 5194.44]",4263.735
508,2695191983,2,"[array([5166., 8528.]), array([ 6184., 10054.]), array([2817., 8011.]), array([7976., 9510.]), array([7557., 3451.]), array([6960., 5417.])]","[3805.97, 4359.16, 5016.23, 1388.19, 1519.37, 3446.57]",3255.9149999999995
510,2695191986,4,"[array([7872., 3608.]), array([5244., 5645.]), array([2471.,  747.]), array([6934., 5091.]), array([2313., 8639.]), array([ 3870., 11192.])]","[2689.21, 2144.81, 12265.84, 4234.04, 8894.75, 5010.23]",5873.146666666667
512,2695191991,4,"[array([3386., 7721.]), array([6110., 4877.]), array([7646., 7834.]), array([2177., 8484.]), array([ 4269., 12609.]), array([3851., 6489.])]","[5057.71, 3286.64, 6481.9, 4501.8, 11093.4, 390.51]",5135.326666666666
514,2695191993,5,"[array([7991., 3483.]), array([3594., 6663.]), array([ 4139., 11723.]), array([3010., 7665.]), array([8084., 2241.]), array([5926., 7184.])]","[2800.39, 215.87, 1316.96, 3951.59, 629.67, 2528.96]",1907.2399999999998
516,2695191994,3,"[array([7615., 4824.]), array([3831., 6209.]), array([1888., 7720.]), array([9091., 2489.]), array([2189., 2386.]), array([ 1801., 11842.])]","[1574.89, 673.67, 5529.36, 7262.81, 6495.16, 5932.66]",4578.091666666666
518,2695191995,5,"[array([8050., 5135.]), array([4412., 7424.]), array([7335., 9765.]), array([ 1755., 13025.]), array([6976., 5440.]), array([4501.,  999.])]","[1152.46, 1249.92, 4857.43, 6105.72, 3459.09, 5267.46]",3682.013333333334
520,2695191999,5,"[array([7996., 3494.]), array([10304.,  3262.]), array([3816., 6388.]), array([ 2439., 12246.]), array([6514., 4846.]), array([ 1868., 11296.])]","[2789.0, 7732.77, 6567.6, 5093.03, 3245.97, 5393.03]",5136.900000000001
522,2695192004,5,"[array([8571., 4704.]), array([6818., 5030.]), array([1242.,  889.]), array([ 1709., 10463.]), array([2340., 8478.]), array([8139., 2461.])]","[1605.2, 3824.24, 12307.08, 5026.55, 8763.59, 5872.94]",6233.266666666666
524,2695192017,3,"[array([6874., 3158.]), array([6858., 5219.]), array([ 3844., 13501.]), array([10975.,  4186.]), array([7989., 5008.]), array([8904., 5511.])]","[3398.14, 3781.63, 573.71, 6737.88, 2668.11, 5346.17]",3750.94
526,2695192025,1,"[array([3282., 7742.]), array([ 6236., 10832.]), array([ 3909., 12803.]), array([8556., 5688.]), array([6914., 5334.]), array([10958.,  5092.])]","[5163.38, 5010.0, 281.86, 4117.22, 3399.19, 7438.34]",4234.998333333334
528,2695192026,4,"[array([6625., 3091.]), array([3940., 6106.]), array([ 1543., 10752.]), array([2283., 9623.]), array([9077., 6399.]), array([8796., 2389.])]","[3564.77, 823.16, 3062.22, 4330.18, 3986.42, 6436.46]",3700.535
530,2695192032,5,"[array([7846., 3550.]), array([3333., 6640.]), array([6436., 7115.]), array([11296.,  1637.]), array([916., 679.]), array([4224., 9771.])]","[2750.22, 89.05, 6460.58, 8996.62, 7963.34, 3635.77]",4982.596666666667
532,2695192034,4,"[array([3424., 7756.]), array([2390., 8400.]), array([ 2459., 12446.]), array([6418., 1278.]), array([6892., 5364.]), array([12668.,  2324.])]","[5031.52, 1958.06, 1314.16, 8036.11, 3436.26, 9856.4]",4938.751666666667
534,2695192035,3,"[array([7537., 5005.]), array([3474., 7756.]), array([6837., 9476.]), array([12204.,  3424.]), array([9302., 2440.]), array([2273., 8547.])]","[1445.98, 1046.88, 4703.19, 8127.17, 618.05, 2706.24]",3107.918333333333
536,2695192036,2,"[array([ 6994., 11393.]), array([7503., 9757.]), array([ 3233., 12882.]), array([2756., 7989.]), array([6668., 4784.]), array([13469.,  2799.])]","[5267.55, 5121.73, 443.88, 4067.19, 3097.77, 10434.06]",4738.696666666667
538,2695192039,1,"[array([10375.,  3083.]), array([3486., 6717.]), array([5030., 9042.]), array([9776., 5940.]), array([8233., 2603.]), array([3184., 7145.])]","[3842.99, 102.08, 4141.33, 4630.84, 482.33, 1042.99]",2373.7599999999998
540,2695192045,2,"[array([ 977., 1029.]), array([ 6814., 11435.]), array([ 3561., 10218.]), array([3603., 6341.]), array([8341., 2521.]), array([2833., 4597.])]","[8951.79, 5836.28, 2738.21, 4221.47, 354.36, 1767.57]",3978.28
542,2695192053,1,"[array([8146., 3494.]), array([3837., 6320.]), array([4434., 9630.]), array([5436., 3549.]), array([9065., 2172.]), array([2287., 8493.])]","[2780.33, 599.71, 3410.45, 5879.77, 461.26, 2652.36]",2630.646666666667
544,2695192054,2,"[array([9367., 5715.]), array([3706., 6432.]), array([4671., 9181.]), array([10168.,  1761.]), array([6934., 5108.]), array([1175., 2054.])]","[1264.75, 427.37, 3903.27, 8350.69, 3197.42, 4794.13]",3656.271666666667
546,2695192057,2,"[array([3846., 1866.]), array([7075., 5329.]), array([4550., 9209.]), array([ 8270., 10284.]), array([2465.,  744.]), array([8609., 4333.])]","[6217.61, 3941.95, 3846.77, 1930.55, 6444.01, 5340.86]",4620.291666666667
548,2695192061,3,"[array([7513., 3862.]), array([3586., 6313.]), array([ 4823., 12391.]), array([10476.,  5206.]), array([8298., 5152.]), array([2406., 8464.])]","[2515.93, 448.11, 1282.21, 5645.1, 2747.25, 2569.76]",2534.726666666667
550,2695192064,3,"[array([8178., 4893.]), array([3928., 6545.]), array([1097., 9995.]), array([8274., 2707.]), array([10312.,  2841.]), array([ 3169., 10652.])]","[1381.06, 569.35, 3921.88, 6813.34, 1678.59, 4483.86]",3141.346666666667
552,2695192065,5,"[array([9395., 5663.]), array([3631., 6277.]), array([2540., 8535.]), array([ 7683., 10023.]), array([4731., 5580.]), array([9614., 2478.])]","[1313.27, 501.1, 4561.44, 1293.86, 5053.33, 7065.95]",3298.1583333333333
554,2695192070,1,"[array([3398., 7754.]), array([2387., 8363.]), array([6925., 5179.]), array([10933.,  1814.]), array([9773., 4845.]), array([6180., 4901.])]","[5055.78, 1927.82, 8428.47, 8658.96, 2647.36, 2882.74]",4933.5216666666665
556,2695192071,5,"[array([8644., 4580.]), array([3649., 6305.]), array([ 2844., 11530.]), array([2308., 8555.]), array([8472., 2406.]), array([9160., 5520.])]","[1742.41, 486.51, 1646.73, 4360.22, 213.59, 5599.11]",2341.4283333333333
558,2695192073,4,"[array([3299., 8943.]), array([3519., 8072.]), array([ 1549., 11311.]), array([394., 461.]), array([7404., 3907.]), array([7061., 3134.])]","[5609.22, 1365.69, 2683.72, 10811.08, 1952.95, 4615.69]",4506.391666666666
560,2695192078,4,"[array([7450., 3720.]), array([5888., 5231.]), array([ 1366., 10389.]), array([11221.,  4863.]), array([5737., 5273.]), array([8430., 2595.])]","[2670.08, 2909.7, 3448.51, 6413.17, 4093.42, 6019.64]",4259.086666666667
562,2695192081,1,"[array([7839., 3532.]), array([7053., 4439.]), array([9865., 5213.]), array([ 3365., 11154.]), array([4386., 6241.]), array([12904.,  2740.])]","[2769.03, 4316.55, 9914.07, 3724.4, 5742.93, 9921.76]",6064.790000000001
564,2695192085,4,"[array([6761., 4991.]), array([7682., 3475.]), array([3726., 8138.]), array([2173., 8597.]), array([6396., 4816.]), array([8288., 5433.])]","[1951.25, 5381.21, 4816.31, 4486.34, 3304.3, 4747.58]",4114.498333333333
566,2695192087,2,"[array([8522., 4708.]), array([4670., 5909.]), array([3821., 9367.]), array([4813., 1121.]), array([7804., 5253.]), array([9613., 5443.])]","[1591.64, 1516.64, 3590.13, 8384.09, 2955.07, 6058.11]",4015.9466666666667
568,2695192094,1,"[array([6329., 3499.]), array([3777., 6656.]), array([6141., 9518.]), array([3779., 3534.]), array([9185., 5586.]), array([12149.,  2460.])]","[3364.0, 397.11, 4231.67, 6430.76, 3193.54, 9325.97]",4490.508333333334
570,2695192102,2,"[array([10702.,  7481.]), array([10321.,  8374.]), array([9636., 5711.]), array([8410., 2628.]), array([3689., 6531.]), array([2184., 8436.])]","[2749.58, 7133.08, 9383.08, 6924.21, 6461.57, 2656.48]",5884.666666666667
572,2695192106,3,"[array([3525., 8179.]), array([2235., 8442.]), array([7822., 3850.]), array([ 3196., 11384.]), array([2279., 8356.]), array([6892., 5420.])]","[5078.26, 2075.97, 10005.68, 3986.73, 8724.55, 3379.65]",5541.806666666666
574,2695192107,3,"[array([11134.,  5605.]), array([4504., 6973.]), array([3532., 6420.]), array([8479., 2489.]), array([8160., 2032.]), array([4507., 9158.])]","[2977.89, 1149.78, 6535.48, 7076.47, 659.22, 3104.16]",3583.8333333333335
576,2695192110,2,"[array([7059., 4065.]), array([3794., 6338.]), array([6166., 9035.]), array([7270., 5052.]), array([2412., 4321.]), array([4540., 9244.])]","[2500.24, 555.63, 4645.81, 4312.06, 6550.29, 3196.05]",3626.6800000000003
578,2695192115,1,"[array([2645., 7560.]), array([3806., 6364.]), array([12010.,  3723.]), array([10287.,  2869.]), array([8129., 2286.]), array([3964., 9711.])]","[5733.32, 547.62, 12439.87, 7422.36, 573.88, 3540.66]",5042.951666666667
580,2695192117,1,"[array([7972., 3508.]), array([6969., 5247.]), array([2090., 8514.]), array([936., 744.]), array([7107., 5267.]), array([3951., 6124.])]","[2777.2, 3873.16, 4713.08, 10272.01, 3244.1, 355.98]",4205.921666666666
582,2695192120,2,"[array([6541., 4686.]), array([3593., 6625.]), array([10914.,  4801.]), array([10463.,  2919.]), array([6351., 6252.]), array([4965., 3092.])]","[2319.06, 226.77, 10905.62, 7468.45, 4476.08, 3384.07]",4796.675
584,2695192125,5,"[array([7814., 3762.]), array([3251., 8144.]), array([5735., 5328.]), array([4066.,  868.]), array([8855., 4148.]), array([10801.,  4754.])]","[2545.55, 1437.17, 7900.38, 8816.6, 1724.5, 7341.61]",4960.968333333333
586,2695192129,2,"[array([4716., 6640.]), array([ 3505., 13780.]), array([7889., 3574.]), array([7322., 5115.]), array([6958., 5195.]), array([4692., 9408.])]","[3535.1, 7068.04, 10284.74, 4258.31, 3257.8, 3398.86]",5300.474999999999
588,2695192130,1,"[array([7823., 3606.]), array([6882., 5372.]), array([3804., 6378.]), array([8424., 2652.]), array([2501., 8510.]), array([ 984., 9617.])]","[2698.18, 3746.24, 6577.34, 6904.73, 8670.15, 4312.76]",5484.900000000001
590,2695192132,3,"[array([7762., 3880.]), array([4628., 6650.]), array([3046., 8350.]), array([7481., 5217.]), array([1014.,  856.]), array([3848., 7428.])]","[2438.72, 1245.59, 4646.23, 4188.28, 7830.24, 1263.38]",3602.0733333333333
592,2695192133,5,"[array([6318., 4614.]), array([7596., 4114.]), array([2132., 8539.]), array([9726., 1409.]), array([4745., 9076.]), array([2369., 8439.])]","[2532.92, 4949.32, 4675.55, 8498.05, 7723.89, 2565.21]",5157.49
594,2695192139,2,"[array([ 6887., 11390.]), array([3548., 7998.]), array([7921., 3520.]), array([13375.,  2596.]), array([394., 461.]), array([10114.,  4592.])]","[5290.81, 1295.42, 10347.12, 9538.25, 8521.09, 6705.94]",6949.771666666667
596,2695192140,3,"[array([7872., 3608.]), array([8420., 2644.]), array([4842., 6132.]), array([637., 862.]), array([3874., 9707.]), array([7090., 9040.])]","[2689.21, 6474.42, 6921.77, 10343.29, 8721.34, 4505.7]",6609.288333333333
598,2695192141,1,"[array([6997., 4370.]), array([3574., 6335.]), array([6665., 8585.]), array([ 6322., 12373.]), array([4321., 6026.]), array([9160., 2247.])]","[2268.62, 423.07, 5296.43, 3073.78, 5652.66, 6814.83]",3921.565
600,2695192142,2,"[array([7100., 3148.]), array([3665., 6662.]), array([6959., 5275.]), array([11733.,  7405.]), array([8388., 2619.]), array([2384., 8385.])]","[3323.71, 285.59, 8353.32, 5473.92, 350.12, 2510.68]",3382.89
602,2695192148,3,"[array([8551., 4769.]), array([3567., 6333.]), array([5160., 9586.]), array([8236., 2398.]), array([3583., 6600.]), array([13558.,  3079.])]","[1537.46, 421.77, 3682.46, 7104.46, 6587.29, 10431.39]",4960.805
604,2695192151,4,"[array([4896., 8334.]), array([2112., 8450.]), array([6867., 4895.]), array([12509.,  5558.]), array([1391., 2227.]), array([6617., 8425.])]","[3921.3, 2152.94, 8669.6, 6998.94, 7295.88, 3754.46]",5465.52
606,2695192160,1,"[array([9039., 4125.]), array([3378., 8030.]), array([8596., 7871.]), array([8506., 2608.]), array([11066.,  8501.]), array([2695., 5375.])]","[2294.59, 1317.01, 7077.61, 6969.13, 6519.72, 1217.96]",4232.67
608,2695192163,5,"[array([7437., 3652.]), array([6889., 5190.]), array([10977.,  3282.]), array([2571., 4846.]), array([3545., 9432.]), array([5728., 3827.])]","[2738.92, 3821.59, 12121.27, 6016.15, 8683.85, 3178.55]",6093.388333333333
610,2695192167,2,"[array([6627., 4643.]), array([4037., 6435.]), array([9295., 5964.]), array([7855., 2337.]), array([4871., 7469.]), array([ 3001., 12940.])]","[2287.56, 709.71, 8971.59, 7086.65, 6317.46, 6777.61]",5358.43
612,2695192170,2,"[array([7234., 3812.]), array([6744., 4933.]), array([ 2270., 11099.]), array([5801., 3904.]), array([7090., 5238.]), array([4887., 8339.])]","[2655.66, 3802.37, 2324.61, 5467.0, 3227.15, 2505.25]",3330.34
614,2695192174,3,"[array([5085., 9191.]), array([5905., 9449.]), array([2274., 8360.]), array([4238., 6082.]), array([8312., 2410.]), array([3433., 8698.])]","[4291.66, 3720.37, 4801.71, 4002.67, 372.65, 2514.62]",3283.9466666666667
616,2695192178,3,"[array([7143., 3130.]), array([6824., 5358.]), array([2298., 8341.]), array([ 2425., 12135.]), array([9806., 3356.]), array([9451., 2129.])]","[3326.31, 3697.25, 4812.99, 5041.49, 1453.5, 7120.82]",4242.06
618,2695192182,2,"[array([7040., 3127.]), array([3789., 6392.]), array([ 7024., 11303.]), array([1935., 1340.]), array([12865.,  2155.]), array([9795., 6426.])]","[3364.25, 516.78, 3737.43, 9237.62, 4190.17, 6198.53]",4540.796666666666
620,2695192183,2,"[array([6878., 5609.]), array([6761., 4371.]), array([ 3126., 13300.]), array([3620., 6522.]), array([ 1478., 12724.]), array([6900., 5278.])]","[1508.05, 4109.63, 645.55, 4083.68, 12563.9, 3422.47]",4388.88
622,2695192185,5,"[array([3374., 7706.]), array([2162., 8446.]), array([7686., 4008.]), array([12025.,  2274.]), array([2778., 7956.]), array([3888., 6374.])]","[5064.94, 2120.51, 9805.67, 8884.95, 8086.74, 341.46]",5717.378333333333
624,2695192192,2,"[array([8577., 4700.]), array([3445., 7770.]), array([8983., 5582.]), array([6959., 5188.]), array([2666., 1452.]), array([ 3657., 11432.])]","[1610.39, 1058.76, 9086.46, 4139.42, 6097.27, 5243.3]",4539.266666666666
626,2695192194,5,"[array([7897., 4005.]), array([3832., 6163.]), array([6448., 8403.]), array([11889.,  4239.]), array([8295., 5738.]), array([3379., 6730.])]","[2292.61, 709.37, 5331.35, 7327.19, 3328.81, 584.78]",3262.351666666667
628,2695192198,2,"[array([ 6890., 11445.]), array([6866., 8978.]), array([3298., 7740.]), array([6868., 5270.]), array([12336.,  3286.]), array([10686.,  5423.])]","[5343.27, 4153.86, 5227.32, 4050.74, 3750.52, 7126.29]",4942.000000000001
630,2695192199,4,"[array([8018., 3529.]), array([10225.,  7397.]), array([9218., 3418.]), array([9858., 6543.]), array([6154., 8496.]), array([394., 461.])]","[2752.33, 6875.11, 11031.98, 4274.21, 6570.62, 6564.67]",6344.82
632,2695192200,4,"[array([7722., 5358.]), array([7006., 5308.]), array([3632., 7997.]), array([7893., 7708.]), array([ 1463., 12561.]), array([6959., 5231.])]","[1047.53, 3884.96, 4957.15, 2059.0, 12439.43, 3491.98]",4646.675
634,2695192201,4,"[array([8516., 4840.]), array([3925., 6459.]), array([ 5142., 10360.]), array([2805., 9780.]), array([11607.,  2932.]), array([7130., 5266.])]","[1460.87, 597.66, 2982.06, 3825.73, 2965.46, 3647.71]",2579.9149999999995
636,2695192215,1,"[array([7770., 5108.]), array([3738., 6276.]), array([ 2668., 11759.]), array([6460., 4844.]), array([13178.,  2342.]), array([6291., 7218.])]","[1253.26, 562.39, 1560.14, 4470.26, 4494.9, 2880.09]",2536.84
638,2695192218,3,"[array([9354., 5645.]), array([10468.,  8898.]), array([2208., 8400.]), array([6939., 5217.]), array([10713.,  1804.]), array([569., 542.])]","[1285.79, 7413.32, 4783.23, 4108.84, 2123.96, 6409.5]",4354.106666666667
640,2695192219,3,"[array([7507., 3850.]), array([6898., 5256.]), array([394., 461.]), array([3730., 6466.]), array([7064., 5317.]), array([5592., 8624.])]","[2529.14, 3804.08, 12915.64, 4043.28, 3308.72, 3145.36]",4957.703333333334
642,2695192220,2,"[array([7886., 3601.]), array([3768., 6475.]), array([4444., 9286.]), array([ 4602., 12253.]), array([7063., 4184.]), array([ 758., 1518.])]","[2694.31, 451.77, 3748.57, 3556.61, 2386.87, 5468.17]",3051.0500000000006
644,2695192223,4,"[array([7838., 3342.]), array([3676., 6184.]), array([7487., 8994.]), array([8345., 5664.]), array([3784., 9316.]), array([3381., 3993.])]","[2957.36, 604.24, 5499.41, 4043.01, 8449.82, 2206.99]",3960.138333333334
646,2695192230,2,"[array([2614., 8301.]), array([2424., 8401.]), array([7687., 4027.]), array([9181., 6153.]), array([1224., 1847.]), array([ 3184., 10560.])]","[5972.83, 1941.89, 9788.75, 4078.05, 7482.9, 4390.85]",5609.211666666666
648,2695192239,4,"[array([7797., 3541.]), array([6869., 5320.]), array([2821., 7696.]), array([7462., 1558.]), array([2133., 1378.]), array([8446., 2541.])]","[2766.41, 3753.09, 5326.26, 7801.55, 6635.25, 6064.81]",5391.2283333333335
650,2695192240,1,"[array([8620., 2443.]), array([3674., 7762.]), array([6418., 8203.]), array([7785., 4795.]), array([5582., 1090.]), array([2276., 8685.])]","[3849.6, 1088.35, 5487.99, 4669.34, 3379.85, 2825.89]",3550.1699999999996
652,2695192249,5,"[array([3469., 7805.]), array([2373., 8521.]), array([6953., 5401.]), array([10385.,  5226.]), array([10681.,  3178.]), array([665., 612.])]","[5003.32, 2071.47, 8235.25, 5568.35, 2131.79, 6302.62]",4885.466666666666
654,2695192250,5,"[array([7842., 4796.]), array([3688., 6478.]), array([ 2863., 12499.]), array([5903., 6581.]), array([7910., 2365.]), array([4583., 9023.])]","[1527.62, 384.24, 927.3, 2819.04, 776.89, 2999.31]",1572.3999999999999
656,2695192253,4,"[array([8040., 5064.]), array([3790., 6222.]), array([2441., 8590.]), array([8372., 2365.]), array([3652., 6650.]), array([5551., 8554.])]","[1224.15, 637.12, 4534.03, 7168.94, 6566.01, 3065.24]",3865.9149999999995
658,2695192258,4,"[array([5345., 9111.]), array([6778., 9404.]), array([4811., 9986.]), array([2857., 6032.]), array([6061., 6121.]), array([8714., 2342.])]","[4048.33, 4331.36, 3179.41, 4978.3, 4526.46, 6398.61]",4577.078333333333
660,2695192261,1,"[array([7722., 3647.]), array([5054., 8444.]), array([6152., 9528.]), array([3580., 7870.]), array([6959., 5414.]), array([394., 461.])]","[2675.07, 2405.26, 4229.99, 3348.41, 3444.99, 6564.67]",3778.065
662,2695192263,2,"[array([ 6959., 11361.]), array([3564., 8322.]), array([6974., 4568.]), array([8953., 2478.]), array([2744., 6696.]), array([7112., 5106.])]","[5244.83, 1619.04, 9013.04, 7227.08, 7312.0, 3674.24]",5681.704999999999
664,2695192277,2,"[array([8263., 3509.]), array([7086., 4586.]), array([5706., 5402.]), array([7270., 7573.]), array([3096., 8343.]), array([1592., 7329.])]","[2764.17, 4269.54, 7821.38, 1862.89, 8134.23, 2309.91]",4527.0199999999995
666,2695192279,2,"[array([8537., 4875.]), array([3727., 6321.]), array([ 3972., 14001.]), array([7161., 5103.]), array([2765., 6630.]), array([4306., 6024.])]","[1430.88, 520.88, 1089.41, 4245.96, 7256.57, 724.05]",2544.625
668,2695192281,3,"[array([11042.,  8609.]), array([11992.,  6506.]), array([11933.,  3696.]), array([7261., 6759.]), array([2392., 8393.]), array([7689., 1329.])]","[3654.18, 8610.49, 12408.51, 2636.68, 8667.34, 6350.7]",7054.649999999999
