,matchId,participantId,pos,distance,difference
984,2695192814,5,"[array([8786., 3966.]), array([4108., 5996.]), array([ 3254., 10384.]), array([7205., 9624.]), array([8220., 2319.]), array([3097., 6628.])]","[2372.59, 1018.95, 2603.61, 678.94, 477.56, 668.38]",1303.3383333333334
986,2695192815,2,"[array([7814., 3637.]), array([3845., 6620.]), array([ 4318., 10199.]), array([ 2544., 13455.]), array([3646., 7916.]), array([7387., 6919.])]","[2668.94, 470.29, 2829.95, 5799.29, 7446.86, 3855.74]",3845.1783333333333
988,2695192816,3,"[array([5358., 9159.]), array([7751., 7431.]), array([7649., 3554.]), array([ 2878., 10013.]), array([3429., 6930.]), array([6243., 4464.])]","[4072.94, 4425.63, 10207.08, 3789.4, 6917.15, 3155.28]",5427.913333333334
990,2695192821,3,"[array([3509., 7853.]), array([2284., 8416.]), array([8698., 3648.]), array([11942.,  3687.]), array([8380., 2566.]), array([9441., 5736.])]","[4980.27, 2027.37, 10576.97, 7756.04, 332.22, 5857.54]",5255.068333333334
992,2695192823,4,"[array([7926., 3562.]), array([3964., 6434.]), array([ 3296., 10888.]), array([ 6241., 10718.]), array([5084., 1059.]), array([8320., 2690.])]","[2728.21, 643.62, 2099.76, 1451.6, 3852.94, 5874.69]",2775.1366666666668
994,2695192825,5,"[array([7864., 3513.]), array([3825., 6369.]), array([2385., 9442.]), array([ 2048., 11840.]), array([8271., 2595.]), array([3912., 6386.])]","[2784.43, 559.3, 3740.05, 5208.62, 444.0, 368.14]",2184.0899999999997
996,2695192831,1,"[array([7460., 3595.]), array([7494., 5031.]), array([3596., 8363.]), array([ 6263., 10269.]), array([3891., 9940.]), array([8366., 7528.])]","[2787.05, 4440.86, 4591.61, 1015.27, 8907.46, 4949.56]",4448.635
998,2695192840,1,"[array([2889., 7105.]), array([2175., 8664.]), array([9621., 5526.]), array([7917., 2359.]), array([2381., 8563.]), array([10839.,  1734.])]","[5407.39, 2295.23, 9517.23, 7076.26, 8793.01, 8499.16]",6931.38
1000,2695192843,4,"[array([1189.,  672.]), array([3741., 6499.]), array([6836., 9388.]), array([3216., 1932.]), array([9368., 5672.]), array([3931., 6253.])]","[8998.61, 416.23, 4767.97, 8119.69, 3311.41, 336.15]",4325.01
1002,2695192847,2,"[array([7951., 3462.]), array([3516., 6585.]), array([ 6893., 11507.]), array([3565., 8847.]), array([8364., 2375.]), array([3545., 6606.])]","[2825.01, 183.87, 3532.01, 3072.39, 325.04, 420.74]",1726.5100000000002
1004,2695192850,3,"[array([3399., 7836.]), array([3085., 7274.]), array([3754., 6624.]), array([8365., 2664.]), array([7133., 5048.]), array([997., 745.])]","[5079.45, 635.71, 6330.54, 6877.8, 3041.23, 6034.73]",4666.576666666667
1006,2695192852,5,"[array([7502., 3283.]), array([6746., 4550.]), array([3885., 6130.]), array([3390., 8540.]), array([ 2665., 11471.]), array([4811., 8183.])]","[3077.82, 3997.7, 6827.35, 3303.47, 10859.64, 2332.41]",5066.3983333333335
1008,2695192854,4,"[array([6259., 4498.]), array([4314., 7234.]), array([7080., 6550.]), array([12490.,  6474.]), array([8443., 2476.]), array([6443., 6784.])]","[2653.93, 1065.99, 7254.83, 6536.27, 244.98, 2903.62]",3443.27
1010,2695192866,5,"[array([9560., 5771.]), array([8224., 2528.]), array([8440., 4772.]), array([9736., 5341.]), array([3609., 8926.]), array([2476., 8238.])]","[1419.71, 6398.42, 9470.4, 5058.73, 8241.82, 2337.53]",5487.768333333333
1012,2695192873,2,"[array([3513., 7814.]), array([ 7013., 10656.]), array([5206., 9206.]), array([8830., 6387.]), array([4350., 6043.]), array([ 832., 3648.])]","[4964.24, 5358.81, 4050.15, 3676.9, 5641.18, 3758.2]",4574.913333333333
1014,2695192874,2,"[array([6642., 4789.]), array([5197., 5599.]), array([2334., 8446.]), array([9523., 5672.]), array([8478., 2487.]), array([7438., 5227.])]","[2174.94, 2127.9, 4702.09, 4667.1, 213.22, 3955.76]",2973.501666666667
1016,2695192875,5,"[array([7884., 3602.]), array([3956., 6332.]), array([2368., 8418.]), array([7164., 3857.]), array([3725., 3526.]), array([ 7620., 11005.])]","[2693.57, 687.27, 4719.44, 5483.87, 5078.24, 6272.66]",4155.841666666666
1018,2695192877,1,"[array([3529., 7792.]), array([2379., 8398.]), array([10230.,  5013.]), array([7630., 2649.]), array([3781., 6309.]), array([ 2534., 12330.])]","[4942.22, 1961.95, 10299.51, 6741.84, 6250.64, 6233.01]",6071.528333333333
1020,2695192880,3,"[array([3535., 8066.]), array([2349., 8458.]), array([7341., 3893.]), array([3694., 6435.]), array([7041., 6717.]), array([ 2625., 10112.])]","[5027.59, 2028.85, 9776.02, 4090.67, 4589.19, 4042.59]",4925.818333333333
1022,2695192881,3,"[array([8628., 4698.]), array([7063., 5050.]), array([3315., 7977.]), array([ 5143., 11477.]), array([3735., 2047.]), array([11219.,  4348.])]","[1624.02, 4037.4, 4989.72, 2610.73, 4963.95, 7837.3]",4343.8533333333335
1024,2695192884,5,"[array([3618., 8132.]), array([3644., 6551.]), array([8812., 6485.]), array([ 6577., 12703.]), array([ 2507., 13591.]), array([6681., 6380.])]","[4974.42, 306.34, 8263.04, 3391.09, 12754.55, 3085.92]",5462.56
1026,2695192885,5,"[array([9405., 5781.]), array([2206., 8387.]), array([7659., 3502.]), array([8436., 6495.]), array([2739., 6574.]), array([ 2956., 12432.])]","[1272.0, 2046.94, 10258.87, 3361.41, 7245.63, 6276.23]",5076.846666666667
1028,2695192887,3,"[array([8222., 3558.]), array([3405., 6947.]), array([ 1874., 12122.]), array([4797., 9545.]), array([4892., 3892.]), array([7347., 6080.])]","[2715.02, 234.94, 1980.26, 1819.98, 4063.36, 3747.59]",2426.8583333333336
1030,2695192890,5,"[array([3098., 7432.]), array([3511., 8318.]), array([4084., 6015.]), array([9540., 2632.]), array([11987.,  3715.]), array([2765., 7701.])]","[5263.2, 1610.02, 6951.28, 7297.55, 3543.43, 1727.73]",4398.868333333333
1032,2695192896,4,"[array([7596., 3717.]), array([6966., 4733.]), array([2640., 8343.]), array([651., 766.]), array([6824., 5408.]), array([10726.,  4605.])]","[2633.94, 4092.81, 4724.86, 10413.86, 3509.44, 7298.95]",5445.643333333333
1034,2695192899,2,"[array([11472.,  7158.]), array([10959.,  3715.]), array([6762., 4800.]), array([3070., 7558.]), array([2988., 5528.]), array([6577., 7188.])]","[3358.69, 8146.69, 8720.21, 3943.54, 6483.03, 3139.2]",5631.8933333333325
1036,2695192901,3,"[array([7314., 3213.]), array([10799.,  3359.]), array([2940., 7216.]), array([ 2493., 11688.]), array([9422., 3584.]), array([8508., 2650.])]","[3194.73, 8138.28, 5784.38, 4746.5, 1368.12, 6050.06]",4880.345
1038,2695192904,5,"[array([396., 462.]), array([6972., 4994.]), array([4451., 9221.]), array([11972.,  3908.]), array([6936., 5189.]), array([394., 461.])]","[9755.54, 3978.53, 3813.62, 7618.41, 3264.44, 6564.67]",5832.535
1040,2695192908,2,"[array([6302., 2403.]), array([11117.,  3949.]), array([3613., 7901.]), array([7394., 9865.]), array([12089.,  2012.]), array([5940., 6669.])]","[4324.56, 8212.12, 5053.33, 965.96, 3430.81, 2387.74]",4062.4200000000005
1042,2695192911,5,"[array([8529., 4749.]), array([3769., 6502.]), array([8548., 5208.]), array([6920., 5340.]), array([8429., 2809.]), array([3908., 6205.])]","[1552.67, 439.03, 9153.45, 3984.71, 455.14, 307.42]",2648.7366666666667
1044,2695192913,5,"[array([8346., 3620.]), array([6980., 4939.]), array([ 3891., 11269.]), array([7081., 4332.]), array([7013., 5132.]), array([7881., 3378.])]","[2655.45, 4009.77, 1699.3, 5002.98, 3175.25, 5120.56]",3610.5516666666667
1046,2695192921,1,"[array([3666., 7844.]), array([ 2917., 12174.]), array([3744., 6509.]), array([9197., 3678.]), array([9286., 8957.]), array([8990., 1517.])]","[4828.71, 5480.93, 6445.41, 6202.9, 6552.71, 7132.24]",6107.149999999999
1048,2695192924,2,"[array([3465., 7739.]), array([2284., 8424.]), array([6848., 5000.]), array([9507., 6351.]), array([8332., 2659.]), array([3877., 6468.])]","[4987.33, 2034.09, 8565.01, 4148.08, 418.85, 392.45]",3424.3016666666667
1050,2695192925,1,"[array([7879., 3502.]), array([4021., 6118.]), array([ 3330., 12944.]), array([8406., 2648.]), array([3135., 6935.]), array([ 7426., 11817.])]","[2793.39, 871.66, 341.15, 6903.86, 7146.22, 6804.78]",4143.509999999999
1052,2695192931,4,"[array([3384., 7788.]), array([3915., 6181.]), array([2112., 8450.]), array([3380., 8882.]), array([3051., 9536.]), array([7907., 5637.])]","[5079.21, 751.65, 4766.18, 3250.57, 9066.28, 4341.24]",4542.5216666666665
1054,2695192932,3,"[array([2196., 1186.]), array([6902., 5428.]), array([ 1754., 12222.]), array([396., 462.]), array([396., 462.]), array([396., 462.])]","[7893.72, 3745.34, 2052.0, 10809.11, 8518.91, 6562.82]",6596.983333333334
1056,2695192935,5,"[array([8651., 4934.]), array([3433., 6816.]), array([6566., 8497.]), array([9784., 6958.]), array([394., 461.]), array([12585.,  2549.])]","[1403.03, 114.06, 5314.68, 3958.09, 8521.09, 9693.39]",4834.056666666666
1058,2695192939,1,"[array([8278., 3538.]), array([4284., 7338.]), array([5953., 9046.]), array([ 2893., 13112.]), array([10626.,  2838.]), array([9231., 3787.])]","[2735.39, 1095.73, 4525.48, 5310.05, 1983.99, 6120.99]",3628.6049999999996
1060,2695192945,1,"[array([3467., 7747.]), array([3854., 6364.]), array([7275., 6585.]), array([13275.,  3159.]), array([2536., 8192.]), array([8015., 5260.])]","[4987.78, 585.41, 7317.99, 9076.8, 8424.7, 4510.7]",5817.23
1062,2695192946,1,"[array([8600., 4832.]), array([3580., 6081.]), array([ 3733., 10227.]), array([4878., 2997.]), array([8098., 2394.]), array([8822., 4351.])]","[1487.25, 661.69, 2727.7, 6546.1, 587.23, 5535.08]",2924.1749999999997
1064,2695192947,3,"[array([8275., 3550.]), array([7043., 5144.]), array([3525., 7386.]), array([2940.,  984.]), array([8409., 7443.]), array([7209., 3503.])]","[2723.34, 3981.21, 5569.91, 9097.57, 5018.54, 4498.03]",5148.099999999999
1066,2695192948,1,"[array([3058., 7977.]), array([2364., 8401.]), array([4545., 2672.]), array([11397.,  4654.]), array([4191., 9636.]), array([798., 611.])]","[5447.37, 1972.24, 10319.08, 6684.98, 8490.27, 6242.67]",6526.1016666666665
1068,2695192951,5,"[array([7060., 5216.]), array([7544., 3950.]), array([3616., 7854.]), array([ 6169., 12439.]), array([7206., 5155.]), array([9033., 2136.])]","[1578.24, 4993.97, 5100.3, 3156.84, 3098.26, 6777.42]",4117.505
1070,2695192952,5,"[array([8072., 3508.]), array([3984., 6108.]), array([ 2902., 11301.]), array([3245., 1922.]), array([12163.,  2898.]), array([8263., 2397.])]","[2769.63, 852.07, 1823.12, 8116.74, 3510.07, 6009.45]",3846.846666666667
1072,2695192953,1,"[array([7434., 3673.]), array([3724., 7931.]), array([ 3001., 11264.]), array([6847., 5436.]), array([8482., 2630.]), array([10667.,  3158.])]","[2719.71, 1264.56, 1817.97, 3883.74, 282.86, 7688.65]",2942.9149999999995
1074,2695192958,4,"[array([8110., 3526.]), array([4343., 6008.]), array([7559., 7827.]), array([6954., 5369.]), array([1281., 2100.]), array([4573., 9605.])]","[2749.71, 1190.25, 6434.49, 3958.68, 7410.44, 3551.6]",4215.861666666667
1076,2695192960,5,"[array([8119., 3509.]), array([7157., 5146.]), array([1977., 7570.]), array([2406., 8288.]), array([8518., 2788.]), array([7664., 5194.])]","[2766.31, 4085.46, 5644.21, 4319.14, 392.8, 4183.06]",3565.1633333333334
1078,2695192963,3,"[array([7641., 3584.]), array([3721., 6429.]), array([3607., 9129.]), array([7576., 6929.]), array([9117., 5746.]), array([3809., 4402.])]","[2753.18, 440.71, 3825.54, 2574.37, 3342.17, 1799.06]",2455.838333333333
1080,2695192967,1,"[array([8096., 5043.]), array([3551., 7800.]), array([ 5313., 12502.]), array([3707., 9238.]), array([9179., 5885.]), array([7007., 5376.])]","[1237.5, 1099.75, 1703.08, 2895.95, 3488.3, 3501.69]",2321.045
1082,2695192974,3,"[array([7829., 3527.]), array([3707., 8290.]), array([7020., 5047.]), array([9441., 5753.]), array([7452., 7638.]), array([6947., 5110.])]","[2775.41, 1609.74, 8586.99, 4552.63, 5349.79, 3515.67]",4398.371666666667
1084,2695192975,4,"[array([719., 401.]), array([2294., 8445.]), array([6861., 5442.]), array([8508., 2572.]), array([9602., 5403.]), array([3818., 9596.])]","[9535.49, 2046.44, 8161.26, 7004.32, 3109.59, 3413.9]",5545.166666666667
1086,2695192976,5,"[array([8072., 3483.]), array([3589., 6689.]), array([7333., 9661.]), array([6898., 5507.]), array([11007.,  3289.]), array([8497., 2562.])]","[2794.58, 206.4, 4924.84, 3816.5, 2476.04, 6093.11]",3385.2450000000003
1088,2695192977,1,"[array([7942., 3504.]), array([6957., 5517.]), array([ 2683., 11839.]), array([3795., 7832.]), array([ 5558., 12746.]), array([3670., 2040.])]","[2784.14, 3767.86, 1489.75, 3173.27, 10777.31, 4149.57]",4356.983333333334
1090,2695192978,1,"[array([3735., 8127.]), array([6168., 9793.]), array([ 3216., 11619.]), array([11959.,  2227.]), array([7020., 5254.]), array([394., 461.])]","[4864.19, 4151.75, 1410.41, 8882.27, 3276.06, 6564.67]",4858.224999999999
1092,2695192979,5,"[array([11320.,  6871.]), array([6131., 4879.]), array([2891., 9271.]), array([4412., 9240.]), array([2772., 1579.]), array([6948., 7441.])]","[3145.37, 3302.96, 3764.69, 2191.18, 5973.22, 3573.5]",3658.486666666667
1094,2695192980,5,"[array([7834., 3976.]), array([3863., 6411.]), array([6283., 8709.]), array([ 2631., 12460.]), array([5148., 3278.]), array([12956.,  3510.])]","[2331.23, 566.26, 4984.23, 5067.42, 3635.8, 9731.04]",4385.996666666667
1096,2695192981,5,"[array([7853., 3581.]), array([11876.,  3214.]), array([3634., 7802.]), array([2286., 8448.]), array([1224.,  508.]), array([9714., 4266.])]","[2718.55, 9184.61, 5152.13, 4401.63, 7704.11, 6408.33]",5928.2266666666665
1098,2695192983,3,"[array([7034., 5038.]), array([13068.,  2916.]), array([ 6982., 11370.]), array([2060., 8391.]), array([3672., 7931.]), array([8572., 2593.])]","[1720.59, 10401.78, 3670.39, 4634.44, 7440.37, 6135.31]",5667.1466666666665
1100,2695192989,2,"[array([8479., 3774.]), array([3544., 6319.]), array([5111., 8943.]), array([4867.,  949.]), array([9230., 5540.]), array([5071., 3185.])]","[2511.18, 425.25, 4261.66, 8541.08, 3155.6, 3344.39]",3706.5266666666666
1102,2695192991,3,"[array([7925., 5874.]), array([5482., 5443.]), array([3607., 8021.]), array([10416.,  5572.]), array([9868., 6396.]), array([8689., 2507.])]","[503.44, 2452.45, 4933.42, 5341.74, 4137.05, 6280.51]",3941.435
1104,2695192992,2,"[array([7127., 3149.]), array([5637., 9020.]), array([2243., 8769.]), array([2984., 5896.]), array([11329.,  1885.]), array([11950.,  2098.])]","[3313.67, 3224.63, 4421.92, 4975.84, 2700.97, 9297.42]",4655.741666666668
1106,2695192995,2,"[array([8492., 4886.]), array([6972., 5140.]), array([4565., 9224.]), array([2679., 5790.]), array([ 3262., 10703.]), array([6905., 5112.])]","[1411.16, 3917.66, 3835.64, 5272.04, 9889.77, 3475.1]",4633.5616666666665
1108,2695192999,4,"[array([11264.,  5838.]), array([3228., 7420.]), array([ 6512., 11290.]), array([5639., 1009.]), array([6172., 7147.]), array([3581., 6459.])]","[3063.05, 724.01, 3292.44, 8358.66, 5342.41, 270.74]",3508.5516666666667
1110,2695193002,4,"[array([7039., 3128.]), array([4778., 5892.]), array([2843., 8290.]), array([ 7628., 11025.]), array([ 7653., 11027.]), array([9095., 2547.])]","[3363.67, 1617.8, 4736.93, 1996.76, 8656.62, 6591.52]",4493.883333333334
1112,2695193008,3,"[array([8606., 3918.]), array([6948., 5273.]), array([4679., 5264.]), array([2404., 8397.]), array([12466.,  2262.]), array([8487., 6520.])]","[2384.51, 3843.92, 7755.78, 4296.56, 3785.82, 4897.2]",4493.965
1114,2695193011,4,"[array([11308.,  6629.]), array([12313.,  7761.]), array([3917., 6487.]), array([ 4578., 13913.]), array([8030., 5000.]), array([13596.,  3345.])]","[3096.53, 8990.29, 6471.68, 5026.51, 2649.97, 10391.74]",6104.453333333334
1116,2695193012,4,"[array([5321., 9062.]), array([3298., 7064.]), array([8281., 2492.]), array([9012., 7387.]), array([3445., 8472.]), array([12026.,  3411.])]","[4031.43, 361.38, 11432.65, 3084.43, 7995.54, 8871.18]",5962.768333333333
1118,2695193013,4,"[array([7662., 3340.]), array([3922., 6201.]), array([6960., 8048.]), array([5645., 9190.]), array([8210., 3424.]), array([8755., 2576.])]","[2987.87, 742.69, 5906.47, 964.75, 1099.43, 6294.24]",2999.241666666667
1120,2695193016,2,"[array([6400., 2434.]), array([6428., 4697.]), array([2077., 3765.]), array([3471., 7807.]), array([8345., 2611.]), array([7218., 3109.])]","[4253.72, 3651.05, 9326.23, 3473.93, 383.36, 4750.69]",4306.496666666667
1122,2695193022,4,"[array([7301., 3882.]), array([5998., 5162.]), array([ 2853., 11889.]), array([2235., 8430.]), array([7227., 5188.]), array([5920., 6258.])]","[2565.86, 3039.51, 1342.89, 4455.18, 3117.43, 2320.03]",2806.816666666667
1124,2695193023,3,"[array([7722., 5308.]), array([5155., 5837.]), array([7859., 7940.]), array([6212., 8528.]), array([6923., 4498.]), array([3990., 4268.])]","[1091.48, 1975.81, 6532.96, 875.65, 2714.68, 1959.99]",2525.095
1126,2695193027,5,"[array([8635., 4545.]), array([3551., 7893.]), array([3342., 7847.]), array([11851.,  6786.]), array([4110., 2209.]), array([ 4022., 11320.])]","[1774.37, 1191.76, 5117.59, 5825.18, 4579.43, 5148.24]",3939.4283333333333
1128,2695193028,2,"[array([8716., 4489.]), array([6546., 4828.]), array([5258., 9253.]), array([8436., 2632.]), array([11565.,  7084.]), array([9840., 4666.])]","[1848.49, 3681.23, 4026.91, 6927.19, 5471.86, 6422.2]",4729.6466666666665
1130,2695193030,2,"[array([8026., 3502.]), array([4881., 3946.]), array([4974., 9156.]), array([ 3284., 12873.]), array([394., 461.]), array([5053., 5714.])]","[2778.65, 3146.0, 4015.3, 4867.22, 8521.09, 1527.72]",4142.663333333334
1132,2695193033,5,"[array([8476., 4743.]), array([3381., 6578.]), array([5179., 7769.]), array([7112., 4609.]), array([7985., 2217.]), array([3191., 7134.])]","[1549.33, 135.03, 5399.84, 4730.57, 731.32, 1030.11]",2262.7000000000003
1134,2695193036,4,"[array([7909., 3524.]), array([4646., 6593.]), array([ 3479., 10677.]), array([5988., 8553.]), array([8313., 2550.]), array([757., 716.])]","[2767.91, 1267.69, 2285.08, 976.26, 389.31, 6167.82]",2309.0116666666668
1136,2695193037,3,"[array([8149., 3406.]), array([7097., 5518.]), array([3224., 7706.]), array([ 1618., 12177.]), array([1363.,  722.]), array([9023., 4204.])]","[2868.2, 3900.56, 5267.0, 5748.78, 7518.05, 5773.93]",5179.42
1138,2695193045,2,"[array([8664., 5393.]), array([3699., 6443.]), array([ 4373., 11488.]), array([394., 461.]), array([9828., 3363.]), array([9997., 5758.])]","[980.32, 414.88, 1625.41, 10811.08, 1474.96, 6410.51]",3619.526666666667
1140,2695193048,3,"[array([3391., 7684.]), array([ 5794., 10790.]), array([2162., 8415.]), array([3797., 6132.]), array([7306., 4915.]), array([6711., 5781.])]","[5042.44, 4736.04, 4783.26, 4240.33, 2839.75, 3136.65]",4129.745
1142,2695193050,2,"[array([9468., 5558.]), array([6936., 5276.]), array([ 2583., 12144.]), array([6035., 6248.]), array([8567., 2137.]), array([3739., 6434.])]","[1427.91, 3831.67, 1356.41, 3116.02, 317.35, 281.19]",1721.7583333333334
1144,2695193051,5,"[array([7831., 3602.]), array([6823., 5507.]), array([3420., 7937.]), array([6269., 9215.]), array([8424., 2617.]), array([3928., 6252.])]","[2700.93, 3644.33, 5023.27, 346.84, 319.1, 333.01]",2061.246666666667
1146,2695193053,2,"[array([7900., 3578.]), array([3479., 6685.]), array([ 2800., 12996.]), array([447., 931.]), array([ 1880., 12994.]), array([1016., 1614.])]","[2715.37, 99.04, 872.01, 10398.33, 12563.85, 5254.79]",5317.231666666667
1148,2695193064,4,"[array([3157., 7999.]), array([2252., 8442.]), array([1988., 1263.]), array([8845., 4463.]), array([8824., 3528.]), array([10133.,  4565.])]","[5360.48, 2066.61, 11811.52, 5342.64, 1104.91, 6730.85]",5402.835
1150,2695193065,2,"[array([6756., 3018.]), array([8155., 2484.]), array([4101., 6115.]), array([2349., 8422.]), array([6410., 6516.]), array([6835., 4874.])]","[3574.02, 6375.49, 6852.5, 4345.12, 4674.41, 3491.13]",4885.445000000001
1152,2695193071,1,"[array([11530.,  4574.]), array([7097., 5513.]), array([3141., 7789.]), array([3860., 7424.]), array([ 2740., 10299.]), array([8273., 2472.])]","[3709.91, 3902.1, 5192.12, 3329.13, 9860.06, 5970.23]",5327.258333333333
1154,2695193073,3,"[array([8606., 4002.]), array([2295., 8478.]), array([2818., 1779.]), array([7817., 2368.]), array([7267., 1277.]), array([2400., 8453.])]","[2301.59, 2073.92, 11207.51, 7049.49, 1828.09, 2562.83]",4503.905
1156,2695193078,5,"[array([7945., 3439.]), array([3861., 6477.]), array([ 3747., 10611.]), array([1977., 3625.]), array([ 4161., 11822.]), array([3111., 7580.])]","[2848.5, 532.19, 2344.23, 7330.25, 10422.55, 1474.78]",4158.75
1158,2695193080,3,"[array([7639., 3846.]), array([3730., 6570.]), array([ 2794., 10411.]), array([6778., 5107.]), array([9518., 2563.]), array([3984., 6356.])]","[2498.4, 374.39, 2689.98, 4208.68, 844.23, 417.83]",1838.9183333333333
1160,2695193082,3,"[array([6650., 4672.]), array([6887., 5455.]), array([ 3641., 10337.]), array([5028., 8530.]), array([ 2746., 11560.]), array([7330., 5163.])]","[2250.76, 3722.04, 2617.17, 1757.56, 10889.45, 3867.57]",4184.091666666667
1162,2695193088,1,"[array([ 6989., 11435.]), array([5910., 9429.]), array([2642., 8356.]), array([6902., 5336.]), array([ 2971., 13568.]), array([6825., 6641.])]","[5309.55, 3709.09, 4711.73, 3987.3, 12515.94, 3255.53]",5581.5233333333335
1164,2695193090,5,"[array([11392.,  7076.]), array([8263., 6897.]), array([ 4045., 10393.]), array([2161., 3845.]), array([3754., 9224.]), array([1206.,  588.])]","[3260.43, 4882.47, 2588.16, 7043.48, 8392.63, 6091.57]",5376.456666666666
1166,2695193096,1,"[array([7741., 3878.]), array([6955., 5280.]), array([3747., 7889.]), array([4002., 9517.]), array([7703., 5562.]), array([8426., 2655.])]","[2444.81, 3847.8, 5065.57, 2608.07, 3280.13, 5980.78]",3871.193333333333
1168,2695193097,5,"[array([6157., 8721.]), array([4351., 7307.]), array([1540., 2422.]), array([6720., 8527.]), array([3269.,  906.]), array([6418., 4726.])]","[3209.1, 1134.87, 10745.43, 793.82, 5625.91, 3174.25]",4113.8966666666665
1170,2695193099,3,"[array([7783., 3649.]), array([6766., 4921.]), array([5889., 9084.]), array([1569., 2304.]), array([ 2521., 12589.]), array([6602., 6922.])]","[2662.14, 3827.43, 4460.54, 8628.04, 11880.54, 3089.22]",5757.985000000001
1172,2695193100,1,"[array([1117.,  662.]), array([3871., 6249.]), array([5447., 6261.]), array([1172.,  595.]), array([4418., 5990.]), array([ 7155., 12385.])]","[9061.27, 672.66, 6924.62, 10269.91, 5555.01, 7142.92]",6604.3983333333335
1174,2695193102,3,"[array([7838., 3984.]), array([3720., 6450.]), array([ 2986., 10913.]), array([7163., 5267.]), array([9455., 1893.]), array([1638., 3144.])]","[2322.66, 426.69, 2152.88, 4083.72, 940.72, 3622.9]",2258.2616666666663
1176,2695193103,2,"[array([ 3374., 10056.]), array([2397., 8417.]), array([ 7005., 11281.]), array([4486., 5951.]), array([11934.,  6527.]), array([6900., 5287.])]","[6157.21, 1969.21, 3730.21, 3971.62, 5227.96, 3420.09]",4079.383333333333
1178,2695193104,1,"[array([7401., 5014.]), array([3721., 6407.]), array([ 4238., 10028.]), array([2333., 8622.]), array([13615.,  3239.]), array([3161., 7689.])]","[1508.52, 455.2, 2980.43, 4324.4, 4996.6, 1563.2]",2638.0583333333334
1180,2695193108,2,"[array([7024., 3052.]), array([6341., 4896.]), array([7671., 8160.]), array([11657.,  3026.]), array([9980., 7356.]), array([6834., 5589.])]","[3440.07, 3470.64, 6243.59, 8066.4, 5091.7, 3288.2]",4933.433333333333
1182,2695193109,1,"[array([7863., 3877.]), array([7061., 5100.]), array([ 7119., 11155.]), array([3910., 6467.]), array([5131., 8749.]), array([8932., 2190.])]","[2424.25, 4015.23, 3889.1, 3916.74, 7247.64, 6664.2]",4692.86
1184,2695193113,3,"[array([7668., 3547.]), array([3507., 6628.]), array([356., 545.]), array([ 5589., 11199.]), array([3130., 7206.]), array([10591.,  4859.])]","[2783.73, 149.51, 12844.16, 2141.71, 7323.8, 7115.41]",5393.053333333333
1186,2695193117,5,"[array([ 5966., 10388.]), array([8082., 9886.]), array([3465., 7789.]), array([7939., 3529.]), array([10290.,  2700.]), array([394., 461.])]","[4697.66, 5669.14, 5169.11, 5935.54, 1628.21, 6564.67]",4944.055
1188,2695193121,3,"[array([7663., 3895.]), array([4579., 8064.]), array([9020., 7425.]), array([ 2654., 11476.]), array([8149., 5093.]), array([4808., 7786.])]","[2445.13, 1803.67, 7692.96, 4502.18, 2714.25, 2001.81]",3526.6666666666674
1190,2695193126,3,"[array([4748., 7060.]), array([6832., 4889.]), array([3442., 6781.]), array([6204., 6780.]), array([ 781., 1142.]), array([10488.,  5168.])]","[3571.78, 3900.73, 6177.25, 2563.09, 8007.59, 6962.27]",5197.118333333334
1192,2695193127,4,"[array([8072., 3508.]), array([3649., 6388.]), array([7022., 5500.]), array([394., 461.]), array([ 3513., 11483.]), array([7777., 4795.])]","[2769.63, 419.34, 8172.6, 10811.08, 10424.0, 4402.52]",6166.528333333333
1194,2695193128,4,"[array([7267., 5012.]), array([7859., 3847.]), array([2098., 8438.]), array([7821., 9850.]), array([8525., 2632.]), array([2214., 8610.])]","[1587.87, 5314.09, 4782.11, 1332.44, 255.5, 2790.16]",2677.028333333333
1196,2695193133,2,"[array([7504., 3842.]), array([3736., 7840.]), array([ 3464., 13504.]), array([3993., 3873.]), array([8265., 2420.]), array([3536., 6568.])]","[2537.67, 1180.69, 587.66, 6032.38, 419.17, 384.53]",1857.016666666667
1198,2695193136,1,"[array([662., 285.]), array([3703., 7783.]), array([ 4047., 12196.]), array([2352., 9607.]), array([7714., 5508.]), array([11368.,  2407.])]","[9652.0, 1116.54, 846.13, 4260.23, 3225.32, 8638.85]",4623.178333333333
1200,2695193143,3,"[array([6577., 4722.]), array([7980., 2374.]), array([6696., 4830.]), array([3564., 8959.]), array([6588., 4743.]), array([10600.,  3198.])]","[2268.18, 6320.61, 8668.91, 3058.44, 3119.93, 7611.31]",5174.563333333333
1202,2695193144,3,"[array([12580.,  5514.]), array([7493., 3774.]), array([3264., 7378.]), array([8353., 2306.]), array([6861., 5078.]), array([2992., 7924.])]","[4413.75, 5051.89, 5590.83, 7221.5, 3213.2, 1838.78]",4554.991666666667
1204,2695193145,1,"[array([8675., 5361.]), array([6808., 4893.]), array([4964., 9343.]), array([ 2294., 13211.]), array([357., 545.]), array([6610., 5118.])]","[1013.9, 3877.65, 3835.51, 5810.43, 8538.13, 3193.92]",4378.256666666667
1206,2695193146,3,"[array([7800., 5264.]), array([7421., 3727.]), array([ 3800., 11034.]), array([ 5348., 12510.]), array([6587., 4824.]), array([8647., 2486.])]","[1097.59, 5021.31, 1924.33, 3435.07, 3181.05, 6258.94]",3486.3816666666667
